intersection_id,junction_id,tls_id,link_index,approach,movement,from_edge,from_lane,to_edge,to_lane,direction,via,request_index,lane_id
demo_4,3935,3935,6,south,left,-56732,2,-56613,0,l,:3935_6_0,6,-56732_2
demo_4,3935,3935,7,south,left,-56732,2,-56613,1,l,:3935_6_1,6,-56732_2
demo_4,3935,3935,8,west,through,-50333,0,-50675,0,s,:3935_8_0,8,-50333_0
demo_4,3935,3935,9,west,through,-50333,1,-50675,1,s,:3935_8_1,8,-50333_1
demo_4,3935,3935,10,west,left,-50333,1,-56733,0,l,:3935_10_0,10,-50333_1
demo_4,3935,3935,11,west,left,-50333,1,-56733,1,l,:3935_10_1,10,-50333_1
demo_4,3935,3935,12,north,right,-57229,0,-56613,0,r,:3935_12_0,12,-57229_0
demo_4,3935,3935,13,north,through,-57229,0,-57230,0,s,:3935_13_0,13,-57229_0
demo_4,3935,3935,14,north,right,-57229,1,-56613,0,r,:3935_14_0,14,-57229_1
demo_4,3935,3935,15,north,right,-57229,1,-56613,1,r,:3935_14_1,14,-57229_1
demo_4,3935,3935,16,north,through,-57229,1,-57230,0,s,:3935_16_0,16,-57229_1
demo_4,3935,3935,17,north,through,-57229,2,-57230,1,s,:3935_16_1,16,-57229_2
demo_4,3935,3935,18,north,left,-57229,2,-50675,0,l,:3935_18_0,18,-57229_2
demo_4,3935,3935,19,north,left,-57229,2,-50675,1,l,:3935_18_1,18,-57229_2
demo_4,3935,3935,20,east,through,-57186,0,-56613,0,s,:3935_20_0,20,-57186_0
demo_4,3935,3935,21,east,through,-57186,1,-56613,1,s,:3935_20_1,20,-57186_1
demo_4,3935,3935,22,east,left,-57186,1,-57230,0,l,:3935_22_0,22,-57186_1
demo_4,3935,3935,23,east,left,-57186,1,-57230,1,l,:3935_22_1,22,-57186_1
demo_5,3807,3807,0,south,right,-57586,0,-56402,0,r,:3807_0_0,0,-57586_0
demo_5,3807,3807,1,south,right,-57586,1,-56402,1,r,:3807_0_1,0,-57586_1
demo_5,3807,3807,2,south,right,-57586,1,-56402,2,r,:3807_0_2,0,-57586_1
demo_5,3807,3807,3,south,left,-57586,2,-50172,1,l,:3807_3_0,3,-57586_2
demo_5,3807,3807,4,south,left,-57586,2,-50172,2,l,:3807_3_1,3,-57586_2
demo_5,3807,3807,5,west,right,-56392,0,-50820,0,r,:3807_5_0,5,-56392_0
demo_5,3807,3807,6,west,through,-56392,0,-56402,0,s,:3807_6_0,6,-56392_0
demo_5,3807,3807,7,west,right,-56392,1,-50820,1,r,:3807_7_0,7,-56392_1
demo_5,3807,3807,8,west,through,-56392,1,-56402,1,s,:3807_8_0,8,-56392_1
demo_5,3807,3807,9,west,through,-56392,2,-56402,2,s,:3807_8_1,8,-56392_2
demo_5,3807,3807,10,east,through,-50182,0,-50172,0,s,:3807_10_0,10,-50182_0
demo_5,3807,3807,11,east,through,-50182,1,-50172,1,s,:3807_10_1,10,-50182_1
demo_5,3807,3807,12,east,through,-50182,2,-50172,2,s,:3807_10_2,10,-50182_2
demo_5,3807,3807,13,east,left,-50182,2,-50820,1,l,:3807_13_0,13,-50182_2
demo_6,3936,3936,0,south,right,-57584,0,-50342,0,r,:3936_0_0,0,-57584_0
demo_6,3936,3936,1,south,through,-57584,0,-57585,0,s,:3936_1_0,1,-57584_0
demo_6,3936,3936,2,south,right,-57584,1,-50342,0,r,:3936_2_0,2,-57584_1
demo_6,3936,3936,3,south,right,-57584,1,-50342,1,r,:3936_2_1,2,-57584_1
demo_6,3936,3936,4,south,through,-57584,1,-57585,1,s,:3936_4_0,4,-57584_1
demo_6,3936,3936,5,south,through,-57584,2,-57585,1,s,:3936_4_1,4,-57584_2
demo_6,3936,3936,6,south,left,-57584,2,-56614,2,l,:3936_6_0,6,-57584_2
demo_6,3936,3936,7,west,right,-50334,0,-50818,0,r,:3936_7_0,7,-50334_0
demo_6,3936,3936,8,west,right,-50334,0,-50818,1,r,:3936_7_1,7,-50334_0
demo_6,3936,3936,9,west,right,-50334,0,-50818,2,r,:3936_7_2,7,-50334_0
demo_6,3936,3936,10,west,through,-50334,0,-50342,0,s,:3936_10_0,10,-50334_0
demo_6,3936,3936,11,west,through,-50334,1,-50342,1,s,:3936_10_1,10,-50334_1
demo_6,3936,3936,12,west,left,-50334,2,-57585,1,l,:3936_12_0,12,-50334_2
demo_6,3936,3936,13,north,right,-50819,0,-56614,0,r,:3936_13_0,13,-50819_0
demo_6,3936,3936,14,north,through,-50819,0,-50818,0,s,:3936_14_0,14,-50819_0
demo_6,3936,3936,15,north,right,-50819,1,-56614,1,r,:3936_15_0,15,-50819_1
demo_6,3936,3936,16,north,right,-50819,1,-56614,2,r,:3936_15_1,15,-50819_1
demo_6,3936,3936,17,north,through,-50819,1,-50818,1,s,:3936_17_0,17,-50819_1
demo_6,3936,3936,18,north,through,-50819,2,-50818,2,s,:3936_17_1,17,-50819_2
demo_6,3936,3936,19,north,left,-50819,2,-50342,0,l,:3936_19_0,19,-50819_2
demo_6,3936,3936,20,north,left,-50819,2,-50342,1,l,:3936_19_1,19,-50819_2
demo_6,3936,3936,21,east,right,-56623,0,-57585,0,r,:3936_21_0,21,-56623_0
demo_6,3936,3936,22,east,right,-56623,0,-57585,1,r,:3936_21_1,21,-56623_0
demo_6,3936,3936,23,east,through,-56623,0,-56614,0,s,:3936_23_0,23,-56623_0
demo_6,3936,3936,24,east,through,-56623,0,-56614,1,s,:3936_23_1,23,-56623_0
demo_6,3936,3936,25,east,through,-56623,1,-56614,2,s,:3936_23_2,23,-56623_1
demo_6,3936,3936,26,east,left,-56623,2,-50818,1,l,:3936_26_0,26,-56623_2
demo_6,3936,3936,27,east,left,-56623,2,-50818,2,l,:3936_26_1,26,-56623_2
demo_7,610,610,0,west,through,-46217,0,-46216,0,s,:610_0_0,0,-46217_0
demo_7,610,610,1,west,left,-46217,0,-46293,0,l,:610_1_0,1,-46217_0
demo_7,610,610,2,east,right,-51953,0,-51872,0,r,:610_2_0,2,-51953_0
demo_7,610,610,3,east,left,-51953,0,-46216,0,l,:610_3_0,3,-51953_0
demo_7,610,610,4,south,right,-51871,0,-46293,0,r,:610_4_0,4,-51871_0
demo_7,610,610,5,south,through,-51871,0,-51872,0,s,:610_5_0,5,-51871_0
demo_8,4393,J1,0,south,through,-57109,0,-57125,0,s,:4393_0_0,0,-57109_0
demo_8,4393,J1,1,south,through,-57109,1,-57125,1,s,:4393_0_1,0,-57109_1
demo_8,4393,J1,2,south,through,-57109,2,-57125,2,s,:4393_0_2,0,-57109_2
demo_8,4393,J1,3,south,through,-57109,3,-57125,2,s,:4393_0_3,0,-57109_3
demo_8,4393,J1,4,south,left,-57109,3,-54810,0,l,:4393_4_0,4,-57109_3
demo_8,4393,J1,5,south,left,-57109,3,-54810,1,l,:4393_4_1,4,-57109_3
demo_8,4393,J1,6,south,left,-57109,3,-54810,2,l,:4393_4_2,4,-57109_3
demo_8,4393,J1,7,west,right,-57234,0,-57113,0,r,:4393_7_0,7,-57234_0
demo_8,4393,J1,8,west,right,-57234,1,-57113,0,r,:4393_7_1,7,-57234_1
demo_8,4393,J1,9,west,right,-57234,1,-57113,1,r,:4393_7_2,7,-57234_1
demo_8,4393,J1,10,west,right,-57234,1,-57113,2,r,:4393_7_3,7,-57234_1
demo_8,4393,J1,11,west,right,-57234,1,-57113,3,r,:4393_7_4,7,-57234_1
demo_8,4393,J1,12,west,through,-57234,2,-57236,0,s,:4393_12_0,12,-57234_2
demo_8,4393,J1,13,west,through,-57234,2,-57236,1,s,:4393_12_1,12,-57234_2
demo_8,4393,J1,14,west,through,-57234,3,-57236,2,s,:4393_12_2,12,-57234_3
demo_8,4393,J1,15,west,left,-57234,4,-57125,0,l,:4393_15_0,15,-57234_4
demo_8,4393,J1,16,west,left,-57234,4,-57125,1,l,:4393_15_1,15,-57234_4
demo_8,4393,J1,17,west,left,-57234,5,-57125,2,l,:4393_15_2,15,-57234_5
demo_8,4393,J1,18,north,right,-57112,0,-54810,0,r,:4393_18_0,18,-57112_0
demo_8,4393,J1,19,north,right,-57112,1,-54810,1,r,:4393_18_1,18,-57112_1
demo_8,4393,J1,20,north,through,-57112,1,-57113,0,s,:4393_20_0,20,-57112_1
demo_8,4393,J1,21,north,through,-57112,1,-57113,1,s,:4393_20_1,20,-57112_1
demo_8,4393,J1,22,north,through,-57112,2,-57113,2,s,:4393_20_2,20,-57112_2
demo_8,4393,J1,23,north,through,-57112,3,-57113,3,s,:4393_20_3,20,-57112_3
demo_8,4393,J1,24,north,left,-57112,4,-57236,2,l,:4393_24_0,24,-57112_4
demo_8,4393,J1,25,east,through,-54807,0,-54810,0,s,:4393_25_0,25,-54807_0
demo_8,4393,J1,26,east,through,-54807,1,-54810,1,s,:4393_25_1,25,-54807_1
demo_8,4393,J1,27,east,through,-54807,2,-54810,2,s,:4393_25_2,25,-54807_2
demo_8,4393,J1,28,east,left,-54807,3,-57113,3,l,:4393_28_0,28,-54807_3
demo_9,3864,3864,0,south,right,-56369,0,-50338,0,r,:3864_0_0,0,-56369_0
demo_9,3864,3864,1,south,right,-56369,0,-56496,1,R,:3864_1_0,1,-56369_0
demo_9,3864,3864,2,south,right,-56369,1,-50338,1,r,:3864_2_0,2,-56369_1
demo_9,3864,3864,3,south,right,-56369,1,-50338,2,r,:3864_2_1,2,-56369_1
demo_9,3864,3864,4,south,right,-56369,1,-56496,1,R,:3864_4_0,4,-56369_1
demo_9,3864,3864,5,south,through,-56369,1,-56370,1,s,:3864_5_0,5,-56369_1
demo_9,3864,3864,6,south,through,-56369,2,-56370,2,s,:3864_5_1,5,-56369_2
demo_9,3864,3864,7,south,left,-56369,3,-56620,1,l,:3864_7_0,7,-56369_3
demo_9,3864,3864,8,south,left,-56369,3,-56620,2,l,:3864_7_1,7,-56369_3
demo_9,3864,3864,9,west,right,-50339,0,-56715,0,r,:3864_9_0,9,-50339_0
demo_9,3864,3864,10,west,through,-50339,0,-50338,0,s,:3864_10_0,10,-50339_0
demo_9,3864,3864,11,west,right,-50339,1,-56715,1,r,:3864_11_0,11,-50339_1
demo_9,3864,3864,12,west,right,-50339,1,-56715,2,r,:3864_11_1,11,-50339_1
demo_9,3864,3864,13,west,through,-50339,1,-50338,1,s,:3864_13_0,13,-50339_1
demo_9,3864,3864,14,west,through,-50339,2,-50338,2,s,:3864_13_1,13,-50339_2
demo_9,3864,3864,15,west,left,-50339,3,-56496,1,L,:3864_15_0,15,-50339_3
demo_9,3864,3864,16,west,left,-50339,3,-56370,1,l,:3864_16_0,16,-50339_3
demo_9,3864,3864,17,west,left,-50339,3,-56370,2,l,:3864_16_1,16,-50339_3
demo_9,3864,3864,18,north,right,-57214,0,-56620,0,r,:3864_18_0,18,-57214_0
demo_9,3864,3864,19,north,through,-57214,0,-56715,0,s,:3864_19_0,19,-57214_0
demo_9,3864,3864,20,north,right,-57214,1,-56620,1,r,:3864_20_0,20,-57214_1
demo_9,3864,3864,21,north,right,-57214,1,-56620,2,r,:3864_20_1,20,-57214_1
demo_9,3864,3864,22,north,through,-57214,1,-56715,1,s,:3864_22_0,22,-57214_1
demo_9,3864,3864,23,north,through,-57214,2,-56715,2,s,:3864_22_1,22,-57214_2
demo_9,3864,3864,24,north,left,-57214,3,-50338,1,l,:3864_24_0,24,-57214_3
demo_9,3864,3864,25,north,left,-57214,3,-50338,2,l,:3864_24_1,24,-57214_3
demo_9,3864,3864,26,north,left,-57214,3,-56496,1,l,:3864_26_0,26,-57214_3
demo_9,3864,3864,27,northeast,right,-50241,1,-56370,0,r,:3864_27_0,27,-50241_1
demo_9,3864,3864,28,northeast,right,-50241,1,-56370,1,r,:3864_27_1,27,-50241_1
demo_9,3864,3864,29,northeast,right,-50241,1,-56370,2,r,:3864_27_2,27,-50241_1
demo_9,3864,3864,30,northeast,right,-50241,1,-56620,0,R,:3864_30_0,30,-50241_1
demo_9,3864,3864,31,northeast,right,-50241,1,-56620,1,R,:3864_30_1,30,-50241_1
demo_9,3864,3864,32,northeast,right,-50241,1,-56620,2,R,:3864_30_2,30,-50241_1
demo_9,3864,3864,33,northeast,left,-50241,1,-50338,1,l,:3864_33_0,33,-50241_1
demo_9,3864,3864,34,northeast,left,-50241,1,-50338,2,l,:3864_33_1,33,-50241_1
demo_9,3864,3864,35,east,right,-56619,0,-56370,0,R,:3864_35_0,35,-56619_0
demo_9,3864,3864,36,east,through,-56619,0,-56620,0,s,:3864_36_0,36,-56619_0
demo_9,3864,3864,37,east,right,-56619,1,-56496,1,r,:3864_37_0,37,-56619_1
demo_9,3864,3864,38,east,right,-56619,1,-56370,1,R,:3864_38_0,38,-56619_1
demo_9,3864,3864,39,east,through,-56619,1,-56620,1,s,:3864_39_0,39,-56619_1
demo_9,3864,3864,40,east,through,-56619,2,-56620,2,s,:3864_39_1,39,-56619_2
demo_9,3864,3864,41,east,left,-56619,3,-56715,1,l,:3864_41_0,41,-56619_3
demo_9,3864,3864,42,east,left,-56619,3,-56715,2,l,:3864_41_1,41,-56619_3
